alpha [mm],fx [mm],fy [mm],l [mm],lh [mm],lr [mm],lv [mm],offset1 [mm],pr [mm],pr2 [mm],w [mm],wr [mm],wu [mm],Diode 1 state,Diode 2 state,Freq [GHz],"dB(S(1,1)) []"
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.13253012,-0.11659001
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.144578313,-0.117182764
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.156626506,-0.117928406
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.168674699,-0.118827081
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.180722892,-0.119879709
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.192771084,-0.121087969
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.204819277,-0.1224543
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.21686747,-0.1239819
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.228915663,-0.12567474
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.240963855,-0.127537587
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.253012048,-0.129576026
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.265060241,-0.131796495
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.277108434,-0.134206335
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.289156627,-0.136813837
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.301204819,-0.139628305
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.313253012,-0.142660134
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.325301205,-0.145920891
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.337349398,-0.149423417
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.34939759,-0.153181939
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.361445783,-0.157212204
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.373493976,-0.161531631
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.385542169,-0.166159484
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.397590361,-0.171117076
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.409638554,-0.176428003
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.421686747,-0.182118419
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.43373494,-0.188217355
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.445783133,-0.194757099
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.457831325,-0.201773642
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.469879518,-0.209307221
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.481927711,-0.217402976
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.493975904,-0.226111764
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.506024096,-0.235491176
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.518072289,-0.245606853
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.530120482,-0.256534211
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.542168675,-0.268360781
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.554216867,-0.281189484
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.56626506,-0.29514338
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.578313253,-0.310372848
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.590361446,-0.327066889
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.602409639,-0.345471793
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.614457831,-0.365923435
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.626506024,-0.388906009
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.638554217,-0.415164274
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.65060241,-0.445928076
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.662650602,-0.48337491
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.674698795,-0.53155761
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.686746988,-0.597825956
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.698795181,-0.691569987
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.710843373,-0.803502184
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.722891566,-0.874027729
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.734939759,-0.882423237
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.746987952,-0.883599937
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.759036145,-0.904701777
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.771084337,-0.946147995
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.78313253,-1.004411079
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.795180723,-1.077374627
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.807228916,-1.164417991
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.819277108,-1.26593714
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.831325301,-1.3830092
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.843373494,-1.517193199
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.855421687,-1.670394372
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.86746988,-1.844732862
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.879518072,-2.042365884
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.891566265,-2.26520917
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.903614458,-2.514493277
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.915662651,-2.79008079
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.927710843,-3.089478132
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.939759036,-3.406533223
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.951807229,-3.729972024
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.963855422,-4.04224975
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.975903614,-4.319644866
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.987951807,-4.534799579
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2,-4.662331583
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.012048193,-4.686220215
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.024096386,-4.605433139
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.036144578,-4.434298735
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.048192771,-4.197394129
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.060240964,-3.922209968
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.072289157,-3.633269608
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.084337349,-3.349266837
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.096385542,-3.08275167
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.108433735,-2.841181733
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.120481928,-2.628375471
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.13253012,-2.445854436
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.144578313,-2.293900036
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.156626506,-2.172325881
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.168674699,-2.081033443
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.180722892,-2.020432069
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.192771084,-1.991798894
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.204819277,-1.997646891
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.21686747,-2.042167265
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.228915663,-2.131818347
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.240963855,-2.276147238
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.253012048,-2.488949584
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.265060241,-2.789884326
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.277108434,-3.206623394
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.289156627,-3.777407369
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.301204819,-4.553114352
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.313253012,-5.595360159
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.325301205,-6.958212394
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.337349398,-8.61121513
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.34939759,-10.20298052
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.361445783,-10.81888015
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.373493976,-9.937785807
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.385542169,-8.354968473
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.397590361,-6.831144521
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.409638554,-5.587011938
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.421686747,-4.617499601
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.43373494,-3.868538908
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.445783133,-3.287082944
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.457831325,-2.831051078
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.469879518,-2.469065767
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.481927711,-2.178170137
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.493975904,-1.941608454
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.506024096,-1.747090361
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.518072289,-1.585525457
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.530120482,-1.450124532
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.542168675,-1.335766312
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.554216867,-1.238551105
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.56626506,-1.155484816
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.578313253,-1.08425394
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.590361446,-1.023064502
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.602409639,-0.970526479
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.614457831,-0.925571147
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.626506024,-0.887392901
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.638554217,-0.85541
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.65060241,-0.82924086
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.662650602,-0.808694258
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.674698795,-0.793773432
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.686746988,-0.784695788
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.698795181,-0.781932149
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.710843373,-0.786272568
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.722891566,-0.798930471
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.734939759,-0.82170439
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.746987952,-0.857228617
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.759036145,-0.909363608
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.771084337,-0.983807618
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.78313253,-1.089055274
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.795180723,-1.237877195
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.807228916,-1.449483601
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.819277108,-1.752198915
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.831325301,-2.184889001
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.843373494,-2.78990444
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.855421687,-3.576575241
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.86746988,-4.424279086
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.879518072,-4.99289987
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.891566265,-4.962832833
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.903614458,-4.459423971
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.915662651,-3.840794879
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.927710843,-3.316583918
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.939759036,-2.939630578
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.951807229,-2.702705014
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.963855422,-2.589434932
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.975903614,-2.590408135
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.987951807,-2.705081141
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3,-2.933908015
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.012048193,-3.249894271
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.024096386,-3.533103968
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.036144578,-3.53424982
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.048192771,-3.098439948
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.060240964,-2.428920082
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.072289157,-1.815226826
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.084337349,-1.362916654
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.096385542,-1.054797795
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.108433735,-0.847722554
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.120481928,-0.706537518
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.13253012,-0.607861034
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.144578313,-0.536984347
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.156626506,-0.484711358
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.168674699,-0.445215991
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.180722892,-0.414729916
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.192771084,-0.390758923
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.204819277,-0.371613655
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.21686747,-0.356124486
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.228915663,-0.343464939
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.240963855,-0.33304002
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.253012048,-0.324414109
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.265060241,-0.317263469
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.277108434,-0.311344343
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.289156627,-0.306471154
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.301204819,-0.302501356
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.313253012,-0.29932474
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.325301205,-0.296855789
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.337349398,-0.295028138
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.34939759,-0.293790521
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.361445783,-0.293103777
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.373493976,-0.292938627
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.385542169,-0.293274014
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.397590361,-0.294095866
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.409638554,-0.29539618
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.421686747,-0.297172358
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.43373494,-0.299426733
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.445783133,-0.302166262
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.457831325,-0.305402345
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.469879518,-0.309150765
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.481927711,-0.313431728
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.493975904,-0.318270004
0.983,22.53,9.1,54.1025641,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.506024096,-0.32369516
