alpha [mm],fx [mm],fy [mm],l [mm],lh [mm],lr [mm],lv [mm],offset1 [mm],pr [mm],pr2 [mm],w [mm],wr [mm],wu [mm],Diode 1 state,Diode 2 state,Freq [GHz],"dB(S(1,1)) []"
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.481927711,-0.304017023
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.493975904,-0.305727056
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.506024096,-0.307933518
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.518072289,-0.310675388
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.530120482,-0.31399331
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.542168675,-0.317929537
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.554216867,-0.322527882
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.56626506,-0.327833654
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.578313253,-0.333893587
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.590361446,-0.340755741
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.602409639,-0.348469373
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.614457831,-0.357084772
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.626506024,-0.366653048
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.638554217,-0.377225863
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.65060241,-0.388855096
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.662650602,-0.401592434
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.674698795,-0.415488873
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.686746988,-0.430594126
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.698795181,-0.446955912
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.710843373,-0.464619133
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.722891566,-0.48362491
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.734939759,-0.504009479
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.746987952,-0.525802946
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.759036145,-0.54902788
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.771084337,-0.57369776
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.78313253,-0.599815294
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.795180723,-0.6273706
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.807228916,-0.656339327
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.819277108,-0.686680722
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.831325301,-0.718335743
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.843373494,-0.751225295
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.855421687,-0.785248708
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.86746988,-0.820282601
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.879518072,-0.856180295
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.891566265,-0.892771973
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.903614458,-0.929865776
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.915662651,-0.967250054
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.927710843,-1.004696957
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.939759036,-1.04196752
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.951807229,-1.078818324
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.963855422,-1.115009752
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.975903614,-1.150315685
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.987951807,-1.184534401
0.983,22.53,9.1,50,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,4,-1.21750024
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1,-0.120930392
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.012048193,-0.110034732
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.024096386,-0.100395802
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.036144578,-0.091916667
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.048192771,-0.084508053
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.060240964,-0.078087822
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.072289157,-0.072580472
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.084337349,-0.067916667
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.096385542,-0.064032804
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.108433735,-0.060870602
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.120481928,-0.058376724
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.13253012,-0.05650243
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.144578313,-0.055203247
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.156626506,-0.054438676
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.168674699,-0.054171914
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.180722892,-0.054369605
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.192771084,-0.05500161
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.204819277,-0.056040793
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.21686747,-0.057462842
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.228915663,-0.059246088
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.240963855,-0.061371356
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.253012048,-0.063821829
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.265060241,-0.066582925
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.277108434,-0.069642193
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.289156627,-0.072989225
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.301204819,-0.076615574
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.313253012,-0.080514697
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.325301205,-0.084681906
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.337349398,-0.089114332
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.34939759,-0.093810907
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.361445783,-0.098772354
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.373493976,-0.1040012
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.385542169,-0.109501796
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.397590361,-0.115280356
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.409638554,-0.121345017
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.421686747,-0.127705907
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.43373494,-0.134375242
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.445783133,-0.141367438
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.457831325,-0.148699255
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.469879518,-0.156389953
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.481927711,-0.164461493
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.493975904,-0.172938757
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.506024096,-0.181849816
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.518072289,-0.191226234
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.530120482,-0.201103422
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.542168675,-0.21152105
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.554216867,-0.222523519
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.56626506,-0.234160512
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.578313253,-0.246487629
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.590361446,-0.259567125
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.602409639,-0.273468765
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.614457831,-0.288270819
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.626506024,-0.304061221
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.638554217,-0.320938923
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.65060241,-0.339015482
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.662650602,-0.358416914
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.674698795,-0.37928588
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.686746988,-0.401784266
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.698795181,-0.426096225
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.710843373,-0.452431786
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.722891566,-0.481031146
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.734939759,-0.512169777
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.746987952,-0.546164524
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.759036145,-0.583380905
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.771084337,-0.624241853
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.78313253,-0.66923822
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.795180723,-0.718941372
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.807228916,-0.774018319
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.819277108,-0.83524984
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.831325301,-0.903552119
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.843373494,-0.980002404
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.855421687,-1.065869117
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.86746988,-1.162646576
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.879518072,-1.272093911
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.891566265,-1.396276625
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.903614458,-1.537607074
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.915662651,-1.698876293
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.927710843,-1.883262818
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.939759036,-2.094292604
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.951807229,-2.33570517
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.963855422,-2.611151202
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.975903614,-2.923603309
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.987951807,-3.274307392
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2,-3.661059928
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.012048193,-4.075641067
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.024096386,-4.500543474
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.036144578,-4.90600693
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.048192771,-5.249927013
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.060240964,-5.484431454
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.072289157,-5.570715424
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.084337349,-5.496072576
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.096385542,-5.28075585
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.108433735,-4.968658602
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.120481928,-4.609774915
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.13253012,-4.246493874
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.144578313,-3.908382976
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.156626506,-3.61312501
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.168674699,-3.369840402
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.180722892,-3.182467275
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.192771084,-3.052357311
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.204819277,-2.980014946
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.21686747,-2.966153689
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.228915663,-3.012247001
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.240963855,-3.12066746
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.253012048,-3.294393826
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.265060241,-3.536132803
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.277108434,-3.84655731
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.289156627,-4.22125518
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.301204819,-4.64609186
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.313253012,-5.091468524
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.325301205,-5.50809549
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.337349398,-5.830244423
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.34939759,-5.992975226
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.361445783,-5.959907349
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.373493976,-5.741713095
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.385542169,-5.387898549
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.397590361,-4.960547958
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.409638554,-4.512230531
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.421686747,-4.077833843
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.43373494,-3.676219519
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.445783133,-3.315115363
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.457831325,-2.995645492
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.469879518,-2.715501241
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.481927711,-2.470874375
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.493975904,-2.257531808
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.506024096,-2.071363438
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.518072289,-1.908629337
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.530120482,-1.76604492
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.542168675,-1.640784082
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.554216867,-1.530444568
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.56626506,-1.432999143
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.578313253,-1.346744536
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.590361446,-1.270253817
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.602409639,-1.20233451
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.614457831,-1.141993077
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.626506024,-1.088405574
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.638554217,-1.04089403
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.65060241,-0.998907977
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.662650602,-0.962010707
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.674698795,-0.929869958
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.686746988,-0.902252967
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.698795181,-0.879026138
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.710843373,-0.860159943
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.722891566,-0.845740237
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.734939759,-0.835987973
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.746987952,-0.831290532
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.759036145,-0.832249859
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.771084337,-0.839755805
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.78313253,-0.855098553
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.795180723,-0.880143523
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.807228916,-0.917609257
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.819277108,-0.971520637
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.831325301,-1.047971023
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.843373494,-1.156449178
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.855421687,-1.312240132
0.983,22.53,9.1,50.51282051,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.86746988,-1.540951936
