alpha [mm],fx [mm],fy [mm],l [mm],lh [mm],lr [mm],lv [mm],offset1 [mm],pr [mm],pr2 [mm],w [mm],wr [mm],wu [mm],Diode 1 state,Diode 2 state,Freq [GHz],"dB(S(1,1)) []"
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.313253012,-0.520816101
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.325301205,-0.53247947
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.337349398,-0.547589076
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.34939759,-0.565027717
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.361445783,-0.581879002
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.373493976,-0.592324191
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.385542169,-0.58811314
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.397590361,-0.563502362
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.409638554,-0.52249703
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.421686747,-0.477875588
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.43373494,-0.441087501
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.445783133,-0.416385702
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.457831325,-0.402840196
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.469879518,-0.397895324
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.481927711,-0.399199921
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.493975904,-0.405071404
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.506024096,-0.414436804
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.518072289,-0.426668834
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.530120482,-0.441446183
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.542168675,-0.458658627
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.554216867,-0.478349079
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.56626506,-0.500681623
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.578313253,-0.525927386
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.590361446,-0.554463277
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.602409639,-0.586781116
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.614457831,-0.62350648
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.626506024,-0.66542814
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.638554217,-0.713540403
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.65060241,-0.769102399
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.662650602,-0.833720648
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.674698795,-0.909464578
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.686746988,-0.999029676
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.698795181,-1.105970801
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.710843373,-1.235040567
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.722891566,-1.392687798
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.734939759,-1.587804019
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.746987952,-1.832861269
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.759036145,-2.145679424
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.771084337,-2.552229517
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.78313253,-3.091194237
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.795180723,-3.821651294
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.807228916,-4.836773072
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.819277108,-6.290851449
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.831325301,-8.462972504
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.843373494,-11.95674408
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.855421687,-18.69187959
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.86746988,-26.3088557
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.879518072,-15.17150864
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.891566265,-10.58418813
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.903614458,-8.000405238
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.915662651,-6.374679777
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.927710843,-5.304913302
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.939759036,-4.590892879
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.951807229,-4.120019907
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.963855422,-3.825273955
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.975903614,-3.666077917
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,3.987951807,-3.61844502
0.983,22.53,7.948717949,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,4,-3.669587648
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1,-0.121688355
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.012048193,-0.122085814
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.024096386,-0.122415302
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.036144578,-0.122706655
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.048192771,-0.122985708
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.060240964,-0.123274998
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.072289157,-0.123594349
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.084337349,-0.123961372
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.096385542,-0.124391872
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.108433735,-0.12490021
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.120481928,-0.125499603
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.13253012,-0.12620239
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.144578313,-0.127020261
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.156626506,-0.127964463
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.168674699,-0.129045986
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.180722892,-0.130275725
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.192771084,-0.131664646
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.204819277,-0.133223926
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.21686747,-0.1349651
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.228915663,-0.136900202
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.240963855,-0.139041908
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.253012048,-0.141403679
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.265060241,-0.143999914
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.277108434,-0.14684611
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.289156627,-0.149959033
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.301204819,-0.153356908
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.313253012,-0.157059621
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.325301205,-0.161088948
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.337349398,-0.165468811
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.34939759,-0.17022556
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.361445783,-0.1753883
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.373493976,-0.180989255
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.385542169,-0.187064192
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.397590361,-0.193652902
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.409638554,-0.200799756
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.421686747,-0.208554347
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.43373494,-0.216972239
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.445783133,-0.226115838
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.457831325,-0.236055413
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.469879518,-0.246870292
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.481927711,-0.25865028
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.493975904,-0.271497331
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.506024096,-0.285527546
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.518072289,-0.300873551
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.530120482,-0.317687362
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.542168675,-0.336143835
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.554216867,-0.356444854
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.56626506,-0.378824438
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.578313253,-0.403555009
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.590361446,-0.430955126
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.602409639,-0.461399105
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.614457831,-0.495329062
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.626506024,-0.533270122
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.638554217,-0.575849775
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.65060241,-0.623822787
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.662650602,-0.678103557
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.674698795,-0.739808699
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.686746988,-0.810313829
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.698795181,-0.891330474
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.710843373,-0.985012117
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.722891566,-1.094103464
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.734939759,-1.22215564
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.746987952,-1.373845263
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.759036145,-1.555463304
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.771084337,-1.775693267
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.78313253,-2.046906039
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.795180723,-2.387427154
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.807228916,-2.825744062
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.819277108,-3.408843604
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.831325301,-4.220013261
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.843373494,-5.420330863
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.855421687,-7.357433002
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.86746988,-10.92045286
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.879518072,-19.71979189
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.891566265,-20.70240215
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.903614458,-12.1291376
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.915662651,-9.214261155
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.927710843,-7.922220354
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.939759036,-7.203376572
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.951807229,-6.640760209
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.963855422,-6.081901805
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.975903614,-5.500782026
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,1.987951807,-4.919759035
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2,-4.367420632
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.012048193,-3.862984855
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.024096386,-3.414805575
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.036144578,-3.023517148
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.048192771,-2.68542998
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.060240964,-2.39494467
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.072289157,-2.145986252
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.084337349,-1.932752974
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.096385542,-1.750051397
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.108433735,-1.593404168
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.120481928,-1.459043603
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.13253012,-1.34385508
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.144578313,-1.245304623
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.156626506,-1.161368247
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.168674699,-1.090471673
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.180722892,-1.031444543
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.192771084,-0.9834915
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.204819277,-0.946182339
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.21686747,-0.919464502
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.228915663,-0.903703368
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.240963855,-0.89975954
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.253012048,-0.909118332
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.265060241,-0.934096572
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.277108434,-0.978168456
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.289156627,-1.046480731
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.301204819,-1.146677817
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.313253012,-1.290248096
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.325301205,-1.494769514
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.337349398,-1.787746569
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.34939759,-2.213335029
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.361445783,-2.844456542
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.373493976,-3.80541671
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.385542169,-5.316964927
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.397590361,-7.799640012
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.409638554,-12.16682963
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.421686747,-19.22580511
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.43373494,-14.50129239
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.445783133,-9.335200023
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.457831325,-6.48659982
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.469879518,-4.762338966
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.481927711,-3.648239646
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.493975904,-2.893146897
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.506024096,-2.361157694
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.518072289,-1.973860585
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.530120482,-1.683849784
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.542168675,-1.46134577
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.554216867,-1.287009933
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.56626506,-1.14790886
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.578313253,-1.035162586
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.590361446,-0.942529224
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.602409639,-0.865528091
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.614457831,-0.800881962
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.626506024,-0.74615371
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.638554217,-0.699504379
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.65060241,-0.659528912
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.662650602,-0.625142645
0.983,22.53,8.205128205,58.56,51.03,2.7,25.91,35.38,-2.8,24.41,69,6.08,5.78,1,0,2.674698795,-0.59550168
